id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,link,productDisplayName
36759,Men,Accessories,Watches,Watches,White,Winter,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/6addf68b5c1108a0db895cba2157c21f_images.jpg,Maxima Men White Dial Watch
51499,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/689197cf54631e679c2db7ec742a6e09_images.jpg,Denizen Women Blue Jeans
29583,Women,Footwear,Shoes,Flats,Silver,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/f8bdfe085e37908f16bd5a9f16660748_images.jpg,Puma Women Grace Silver Sandals
55805,Women,Apparel,Loungewear and Nightwear,Night suits,Pink,Summer,2017,Casual,http://assets.myntassets.com/v1/images/style/properties/SDL-by-Sweet-Dreams-Women-Pink---Black-Pyjama-Set_29ef1a45af8f10f5c12737350c74cfc5_images.jpg,SDL by Sweet Dreams Women Pink & Black Printed Night Suit S11-3134
7709,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/dc428dc4301332468e7c6f8070c8f06b_images.jpg,Jealous 21 Women's Aaren Black Jegging
28451,Women,Apparel,Bottomwear,Track Pants,Black,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/07555cd5a97cd7ff5492fd344348dfcf_images.jpg,Urban Yoga Women Black Track Pants
43960,Men,Apparel,Topwear,Shirts,Grey,Summer,2012,Formal,http://assets.myntassets.com/v1/images/style/properties/b150acdcab19e99002215aa95bffa983_images.jpg,Indigo Nation Men Grey Striped Shirt
8741,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/91351f3c000928d10198c09cfa04611b_images.jpg,Indigo Nation Men Checks Shirt Navy Blue Shirts
55039,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017,Casual,http://assets.myntassets.com/v1/images/style/properties/Lakme-Absolute-Matte-Merlot-Lipstick-45_bc13569d8288f127c70c917c9c75bb24_images.jpg,Lakme Absolute Matte Merlot Lipstick 45
19316,Unisex,Accessories,Bags,Backpacks,Grey,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/300c59d24b13b183d08ceee39e5e3aad_images.jpg,Nike Unisex Hayward 25M Grey Backpack
27419,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Black,Winter,2015,Casual,http://assets.myntassets.com/v1/images/style/properties/2ebe09ca473dc308c580e25f41fdd66f_images.jpg,Jockey Women Black Lounge Pants
34832,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,http://assets.myntassets.com/v1/images/style/properties/0eeb810eac77b956c5b62381e1f3010b_images.jpg,ADIDAS Men Sukoi White Sports Shoes
23885,Men,Footwear,Shoes,Sports Shoes,Grey,Winter,2012,Sports,http://assets.myntassets.com/v1/images/style/properties/FILA-Men-Sports-Shoes_f76566f76f49de0fdea5bedbe1c7db67_images.jpg,Fila Men Grey Hex Sports Shoes
19918,Unisex,Accessories,Bags,Backpacks,Black,Winter,2015,Casual,http://assets.myntassets.com/v1/images/style/properties/567c1373b2efe229d5da57fb9e3eef34_images.jpg,Wildcraft Unisex Black Backpack
22359,Men,Apparel,Topwear,Shirts,Blue,Summer,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/d839e1d71382ca6708416dbf6bfa9054_images.jpg,John Players Men Check Blue Shirt
19124,Women,Footwear,Flip Flops,Flip Flops,Pink,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/cd1874ab726cad7a6439f3886af1bd35_images.jpg,Lotto Women XL Kelly Pink Slippers
16950,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/Image-Men-Sunglasses_f0ae900da0cad44ab4c6b106005185a1_images.jpg,Image Men Sunglasses
49654,Women,Apparel,Bottomwear,Skirts,Grey,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/4066aebdb467176a1e68e7b5c402130a_images.jpg,Mineral Women Grey Skirt
48786,Women,Accessories,Jewellery,Pendant,Silver,Summer,2013,Casual,http://assets.myntassets.com/v1/images/style/properties/0454e503672f5f615a92e6c2a424bec6_images.jpg,Lucera Women Silver Pendant
2049,Men,Apparel,Topwear,Tshirts,White,Summer,2010,Sports,http://assets.myntassets.com/v1/images/style/properties/5b7333bbf40e95f4c57e24d65903288d_images.jpg,ADIDAS Men's Slim Fit White T-shirt
17882,Men,Apparel,Innerwear,Innerwear Vests,White,Summer,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/1f3bf985f8d74b38a6606f020ea03146_images.jpg,Levis Men Comfort Style White Innerwear Vest
44977,Men,Accessories,Watches,Watches,Silver,Winter,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/84c52f370e03f1f4b0cc84d51d5022bb_images.jpg,Maxima Men Silver Dial Attivo Watch
33019,Women,Apparel,Topwear,Kurtas,Yellow,Summer,2012,Ethnic,http://assets.myntassets.com/v1/images/style/properties/8025d48579dca906daf4b3a72407715b_images.jpg,Mother Earth Women Printed Yellow Kurta
41439,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2012,Sports,http://assets.myntassets.com/v1/images/style/properties/09edfdb4c1dc1478ea35507b0bdc41ce_images.jpg,Lee Cooper Men Black Sports Shoes
39523,Unisex,Accessories,Bags,Trolley Bag,Black,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/2bbf55264e3e2ae8ed8763435341fb9e_images.jpg,Peter England Unisex Black One Dayer Black Trolley Bag
52812,Men,Accessories,Wallets,Wallets,Black,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/6b1327e37cd1b6e78b1285ae76dff28a_images.jpg,JAG Men Black Leather Wallet
11349,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2017,Casual,http://assets.myntassets.com/v1/images/style/properties/cd76a36fca88fe74d1d25ee7fd96881a_images.jpg,Lee Men Blue Chicago Fit Jeans
24892,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/7806d266865c89cb087a259ab7250e01_images.jpg,United Colors of Benetton Men Black T-shirt
58514,Women,Apparel,Topwear,Tops,Grey,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/Tonga-Women-Grey-Top_f73ea340974e7cc7cb4db18f7889cec7_images.jpg,Tonga Women Grey Top
33825,Women,Footwear,Shoes,Sports Shoes,Silver,Summer,2012,Sports,http://assets.myntassets.com/v1/images/style/properties/ab41fd1858b59cd914b435332ed2bffe_images.jpg,Puma Women Kuris Silver & Grey Sports Shoes
25940,Women,Accessories,Scarves,Scarves,Yellow,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/2cd34561dd4ed25df6d9fd070a9e88d9_images.jpg,Femella Women Yellow & Blue Scarf
38637,Men,Apparel,Topwear,Tshirts,Red,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/048477a26c1da1d6aa87134c253ab97b_images.jpg,Nike Men Red Delhi T-shirt
5896,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/57601ed1977aecafecafbfb1fe49a424_images.jpg,Puma Men Cavallino Black Shoe
4944,Men,Apparel,Topwear,Shirts,White,Summer,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/a8b30e5a5ba28fc928c0b64cda5811e4_images.jpg,Gini and Jony Boy's Kaleb White Brown Infant Kidswear
10861,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/adf22f809f604e821145a616e4766061_images.jpg,Wrangler Men Dirt Riders White T-Shirts
59600,Women,Apparel,Saree,Sarees,Rust,Fall,2012,Ethnic,http://assets.myntassets.com/v1/images/style/properties/FNF-Rust---Green-Collection-for-Wedding-Sari_8a5ee22b73ef48ec683e77ba3b8de5a4_images.jpg,FNF Rust Wedding Collection Sari
42846,Women,Accessories,Bags,Handbags,Multi,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/79bf6743e22d6c1a225540a4ab1731a6_images.jpg,French Connection Women Multi Stripe Hand Bag
35128,Women,Accessories,Jewellery,Bracelet,Purple,Winter,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/dc28614f846de2d3dd6d2935f88c4a01_images.jpg,Allen Solly Woman Purple Bangle
47508,Men,Apparel,Innerwear,Briefs,Black,Summer,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/ff75150c15d512495e88a438db10884d_images.jpg,Facit Men Black Brief
54923,Girls,Apparel,Bottomwear,Capris,Olive,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/Do-u-speak-Green-Girls-Olive-34-Pant_62311570aeebd7385030de554584a065_images.jpg,Do u speak Green Girls Olive 3/4 Pant
43994,Women,Personal Care,Fragrance,Deodorant,Pink,Spring,2017,Casual,http://assets.myntassets.com/v1/images/style/properties/5c7d3d8c3d1d6cc0f1cdbe550220bc73_images.jpg,Police Women Passion Deo
17278,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/b6ce9035b4f54b8733940f2f10e2e0d4_images.jpg,U.S. Polo Assn. Men Printed  Steeple Grey Tshirt
31588,Men,Apparel,Topwear,Tshirts,Maroon,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/d6c2a243dd5227d7ae5d10156477c38a_images.jpg,Mark Taylor Men Printed Maroon T-shirt
49492,Men,Footwear,Shoes,Casual Shoes,Maroon,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/Vans-Men-Maroon---Grey-Era-Shoes_f95fd18a6cf5c1deede9c2a3304cfd2c_images.jpg,Vans Men Maroon & Grey Era Shoes
18230,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/4a8e310b6a7184ea58ad3a7dc8590b27_images.jpg,Manchester United Men Printed White Tshirt
23871,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/be625a96a46f91544eb611751026314f_images.jpg,ADIDAS Men Grey Striped T-shirt
9667,Men,Apparel,Topwear,Shirts,Purple,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/ceb79e65e6f47c0364f0e4dec3331178_images.jpg,Indigo Nation Men Bling Red Black Shirts
16198,Men,Apparel,Bottomwear,Tracksuits,Black,Fall,2011,Sports,http://assets.myntassets.com/v1/images/style/properties/0d44368c0dedf58c07d1ff32ee194abc_images.jpg,Puma Men Poly Knitted Black Tracksuit
3953,Women,Apparel,Topwear,Tshirts,Red,Summer,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/812fff8546b72c2f4bea1cf9a0ac0f13_images.jpg,Jealous 21 Women's Red Peace T-shirt
29745,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/Fossil-Men-Quartz-Chronograph-Watch_575c8fdbe42720059478b19e9dfd5e55_images.jpg,Fossil Men Quartz Black Dial Chronograph Watch JR1303
28697,Women,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic,http://assets.myntassets.com/v1/images/style/properties/7cc9d6974c744535b7343cc863082311_images.jpg,W Women Printed Black Kurta
12538,Men,Apparel,Bottomwear,Track Pants,Blue,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/eb3a69a17b6a64c1ad62a00796b91824_images.jpg,Puma Men Solid Blue Track Pants
8587,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/d9497aae4ed436340a1b6764ddc052ce_images.jpg,Scullers Men Red Check Shirt
42248,Women,Apparel,Topwear,Tops,Pink,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/e0da05b38a2fe03cace0a8fbddc65006_images.jpg,Sepia Women Pink Top
48772,Women,Accessories,Jewellery,Pendant,Silver,Summer,2013,Casual,http://assets.myntassets.com/v1/images/style/properties/33c356143683cffa7582fc7fa85d640f_images.jpg,Lucera Women Silver Pendant
17876,Men,Apparel,Innerwear,Innerwear Vests,Grey,Summer,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/6ad5930365254d23fcfd8aaabe39d7fd_images.jpg,Levis Men Comfort Style Grey Innerwear Vest
30668,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/ca1ea916513e30ffbd8d0f3d48460752_images.jpg,Park Avenue Men Black Sunglasses
9455,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Formal,http://assets.myntassets.com/v1/images/style/properties/b51ddd8d00fdcb3261069363d18b6763_images.jpg,John Miller Men Red Striped Shirt
18002,Women,Apparel,Bottomwear,Capris,Black,Summer,2011,Sports,http://assets.myntassets.com/v1/images/style/properties/c6a98b1107df02d5791d0006235939df_images.jpg,Puma Women Essential Skinny Black 3/4 Pant
44983,Women,Accessories,Watches,Watches,Silver,Winter,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/819aca72eadcdd53e95d1631aae2e701_images.jpg,Maxima Women Silver Dial Watch
38405,Women,Accessories,Belts,Belts,White,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/059445627a9611d38218864729d5eeb0_images.jpg,Baggit Women White Capri Taj Belt
53934,Women,Accessories,Bags,Handbags,Brown,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/KIARA-Women-Brown-Handbag_98bb55cffd970f479b59b9e16d0713b6_images.jpg,Kiara Women Brown Handbag
1638,Unisex,Apparel,Bottomwear,Swimwear,Blue,Fall,2010,Sports,http://assets.myntassets.com/v1/images/style/properties/332172e96e45f1a6d5ba979215736176_images.jpg,Nabaiji Swimming Goggles Blue Black
25188,Women,Accessories,Bags,Handbags,Brown,Winter,2015,Casual,http://assets.myntassets.com/v1/images/style/properties/dabc32d2b3e99f80ef908374f84d161c_images.jpg,Lino Perros Women Leatherite Brown Handbag
24866,Men,Accessories,Belts,Belts,Black,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/048fb21b5cddf5bf4bafb5b507ba9872_images.jpg,Reid & Taylor Men Formal Black Belt
53108,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/Fabindia-Silver-Earrings_35496103f164781c2264c2467b46a846_images.jpg,Fabindia Silver Earrings
21528,Women,Accessories,Bags,Handbags,Copper,Winter,2015,Casual,http://assets.myntassets.com/v1/images/style/properties/348a1c79e91c3c74047eecd5dd374957_images.jpg,Kiara Women Sequins Copper Handbag
59432,Women,Accessories,Bags,Handbags,Black,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/Spice-Art-Women-Black-Handbag_2bf4728580599984a2a555db977b9e35_images.jpg,Spice Art Women Black Handbag
32903,Women,Apparel,Bottomwear,Shorts,Red,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/Allen-Solly-Women-Red-Shorts_a99033bbbb95bbf0b9cc2945a99e5f18_images.jpg,Allen Solly Women Red Shorts
6079,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/4ac891da14f596c2e69f75cfb8d1a56a_images.jpg,UCB Men's Johny Collar With Two Tone Grey T-shirt
12960,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,http://assets.myntassets.com/v1/images/style/properties/81780f9a8eebc7fb3d57ffffa7f455ae_images.jpg,ADIDAS Men Sports White Sports Shoes
29321,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Sports,http://assets.myntassets.com/v1/images/style/properties/08ba360a042300fffa932e37235edd6d_images.jpg,ADIDAS Men Black Jersey
9031,Men,Footwear,Shoes,Casual Shoes,Tan,Winter,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/c42e34c84003a87f8fc0d5694e82d4c3_images.jpg,Buckaroo Men loma Tan Casual Shoes
6845,Unisex,Accessories,Shoe Accessories,Shoe Laces,Black,Summer,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/faf1d3dd73a661e25ed526e28fd8ea85_images.jpg,Timberland Unisex Hiker Round Lace Shoe Accessories
18466,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,2017,Casual,http://assets.myntassets.com/v1/images/style/properties/4d321b82e59d37960f77916416a4d594_images.jpg,Reebok Reebounce Women Perfumes
26369,Women,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/2b2bb303e1b844960d62d84888b226e0_images.jpg,Arrow Woman Blue Shirt
33489,Men,Apparel,Topwear,Shirts,Green,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/47d964476bfd4b4c30627d74c4f6a94d_images.jpg,Doodle Kids Boy Check Green Shirt
59056,Women,Footwear,Shoes,Casual Shoes,Blue,Winter,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/Carlton-London-Women-Blue---Cream-Shoes_243d3b1aebc988e696a0ea409daff4bf_images.jpg,Carlton London Women Blue & Cream Shoes
15379,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/593368a3e9649a12de803e50fa2ed17a_images.jpg,Fila Men Lobato Black Casual Shoes
45409,Women,Footwear,Shoes,Flats,Black,Winter,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/54af17814bd8787468092abb74e7636a_images.jpg,Rocia Women Black & Brown Sandals
56822,Men,Apparel,Bottomwear,Trousers,Beige,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/John-Players-Men-Beige-Shorts_121cc979460c6139c92c31e560abc152_images.jpg,John Players Men Beige Shorts
58184,Women,Accessories,Bags,Handbags,Beige,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/Rocky-S-Women-Beige-Handbag_cf13243aa8a7454917b557edd377d46e_images.jpg,Rocky S Women Beige Handbag
40947,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/ecfcc90e4ae597955732adf2680b9fa3_images.jpg,Gini and Jony Boys Core Red T-shirt
39381,Men,Apparel,Bottomwear,Jeans,Black,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/78bf924de236777a9bc6662b076449e4_images.jpg,Peter England Men Party Black Jeans
15977,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/0a031662373e7c27ae1415f5afb76e42_images.jpg,Turtle Solid Men Red Shirt
32769,Men,Apparel,Topwear,Tshirts,Blue,Spring,2013,Casual,http://assets.myntassets.com/v1/images/style/properties/f811ce4aaa2f4c37fc962f2c069f0ee4_images.jpg,Music Men Printed Blue T-shirt
10439,Men,Apparel,Topwear,Tshirts,Brown,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/6703b9bc9762e04f4e53afaa0aaecb3d_images.jpg,Flying Machine Men Walnut Brown Tshirts
59264,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/Titan-Women-White-Watch_4f0365e5beb2f39bd6f333064101cb06_images.jpg,Titan Women White Watch
14099,Women,Apparel,Topwear,Tops,Pink,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/1c2d217895f9a1bf02a20b09084491da_images.jpg,Flying Machine Women Solid Pink Tops
1852,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/2e95da933ac14a9c46b2629146a5ad51_images.jpg,Inkfruit Men Ride It Or Die T-shirt
30802,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Ethnic,http://assets.myntassets.com/v1/images/style/properties/51e88043cd7d2b28569c641fdb2fdc4c_images.jpg,Fabindia Men Blue Shirt
51009,Women,Apparel,Innerwear,Bra,Rose,Summer,2017,Casual,http://assets.myntassets.com/v1/images/style/properties/Enamor-Rose-Full-Figure-Bra_d04d8cdbc6cef8399424eb4aa236a47b_images.jpg,Enamor Rose Full Figure Bra FF07
29113,Women,Accessories,Socks,Socks,White,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/305e775fce152c8d7ad4334dee5d2cae_images.jpg,Puma Women Pack of 3 Socks
7399,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018,Formal,http://assets.myntassets.com/v1/images/style/properties/f100c2c689ac3bf1ecbf643b1921c001_images.jpg,Red Tape Men's Black Formal Shoe
26967,Women,Apparel,Topwear,Tops,Navy Blue,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/85d720a91f528535d65276aabff0ee69_images.jpg,Jealous 21 Women Check Navy Blue Top
27089,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012,Ethnic,http://assets.myntassets.com/v1/images/style/properties/fb270d2a6f06ba2d0736b2700ee916eb_images.jpg,Aneri Women Jazz Brown Kurta
48124,Women,Accessories,Belts,Belts,Brown,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/6b6891bafdee4f7a91dc6198bb172de1_images.jpg,Fossil Women Brown Huarache Weave Belt
9203,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,http://assets.myntassets.com/v1/images/style/properties/70ffebcb332030e98e65461076ac2fb0_images.jpg,Puma Men Axis XT Black Shoes
51835,Women,Apparel,Innerwear,Briefs,Red,Summer,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/0e1d36b05c6bd99ed90a50af5f4000a7_images.jpg,Bwitch Red Lace  Briefs
3739,Men,Accessories,Headwear,Caps,Blue,Fall,2010,Sports,http://assets.myntassets.com/v1/images/style/properties/0c4bbbabc7387cf6190f60f42d28782c_images.jpg,ADIDAS Men Delhi Daredevil Blue Cap
19786,Men,Apparel,Topwear,Tshirts,Navy Blue,Winter,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/4dcc3b32e48ebb49502a3384edff6ccf_images.jpg,U.S. Polo Assn. Men Solid Navy Blue Tshirt
44948,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012,Sports,http://assets.myntassets.com/v1/images/style/properties/39cef2982137215d71ed41a558159659_images.jpg,Puma Men Black Aquil II Sports Shoes
24091,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/cd8e03fcea2341e5cf5dfad3a47734d3_images.jpg,Manchester United Men Navy Blue Striped T-shirt
57563,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017,NA,http://assets.myntassets.com/assets/images/57563/2016/11/21/11479705887376-Lotus-Herbals-Pure-Colours-Nutty-Brown-Lipstick-666-2131479705887284-1.jpg,Lotus Herbals Pure Colours Nutty Brown Lipstick 666
33026,Women,Apparel,Topwear,Kurtas,Pink,Fall,2012,Ethnic,http://assets.myntassets.com/v1/images/style/properties/Mother-Earth-Women-Red-Kurta_573ea7192ffd5b39893b3eda44983b1f_images.jpg,Mother Earth Women Pink Kurta
41406,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/8801f4359aee713a7036663fd1684d60_images.jpg,Wrangler Women Pink T-shirt
11376,Women,Apparel,Topwear,Tops,Grey,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/9aeb7516044919916346d95f0a5d2c99_images.jpg,United Colors Of Benetton Women Light Winter Grey Tops
25143,Women,Accessories,Bags,Clutches,Silver,Winter,2015,Casual,http://assets.myntassets.com/v1/images/style/properties/Lino-Perros-Women-Silver-Clutchd9e16c28cd153b082ef61c4f6765a109_images.jpg,Lino Perros Women Silver Clutch
44174,Women,Personal Care,Fragrance,Fragrance Gift Set,White,Spring,2017,Casual,http://assets.myntassets.com/v1/images/style/properties/2dd0e7200dcf5daacf75e84254cf44da_images.jpg,Nike Fragrances Women Sensual Touch Perfume and Deo Set
5253,Unisex,Accessories,Bags,Duffel Bag,Grey,Winter,2015,Casual,http://assets.myntassets.com/v1/images/style/properties/Wildcraft-Unisex-Black---Grey-Printed-Duffle-Bag-Cum-Backpack_690474057244f1cc1f6c1f546fe244e9_images.jpg,Wildcraft Unisex Black & Grey Duffel Bag
20431,Women,Accessories,Wallets,Wallets,Brown,Winter,2015,Casual,http://assets.myntassets.com/v1/images/style/properties/a37f66d6f15149ddeeaf17f4cdfd13d3_images.jpg,Baggit Women Tijori Viva Brown Wallet
14604,Men,Accessories,Socks,Socks,Green,Summer,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/ddb28ca95c2f393d91fbc1480d4052b8_images.jpg,United Colors of Benetton Men Stripes Green Socks
4381,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/9af8eb6d150cbf09178137613fb1e594_images.jpg,Superman Men's Silhouette Light Blue T-shirt
46623,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/8705fb78a89aedee509372dabeb00045_images.jpg,Nike Unisex Ultimatum Max Backpack
19927,Men,Footwear,Sandal,Sandals,Grey,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/3fa8e7f3bd3eeb217a8cb060d1db2567_images.jpg,ADIDAS Men Receptor Grey Sandals
7504,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011,Sports,http://assets.myntassets.com/v1/images/style/properties/45238d144ec35bc28a35230fb0f7934b_images.jpg,Nike Women's Smash Pink T-shirt
22366,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/b470ee8121b08981d0e1385aaf7b4f46_images.jpg,Ed Hardy Men New Tiger White T-Shirt
3998,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/91352b9549b9c0d570180dd1be12738d_images.jpg,Spalding Men's Black and White Graphic Flip Flop
51694,Unisex,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/Van-Heusen-Unisex-Brown-Sunglasses_c9daa6b4b86307e4a8ce1f4576923e67_images.jpg,Van Heusen Unisex Sunglasses VH216-C2
16153,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011,Formal,http://assets.myntassets.com/v1/images/style/properties/c80c08ee91ff76e9ef5f3ec53fc6b6a7_images.jpg,Enroute Men Leather Black Formal Shoes
17081,Women,Accessories,Wallets,Wallets,Blue,Winter,2015,Casual,http://assets.myntassets.com/v1/images/style/properties/8adcbdc72af005d52b053e6dd93ecc2c_images.jpg,Lino Perros Women Denim Blue Wallet
50746,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018,Formal,http://assets.myntassets.com/v1/images/style/properties/70545e7653ee98ed7a82d2b13fc2d93b_images.jpg,Red Chief Men Black Formal Shoes
34203,Men,Apparel,Bottomwear,Track Pants,Charcoal,Winter,2013,Casual,http://assets.myntassets.com/v1/images/style/properties/Proline-Men-Grey-Track-Pants_0bfd1e2ecdfb383b0b95593b68ef704d_images.jpg,Proline Men Charcoal Grey Track Pants
55234,Women,Personal Care,Makeup,Foundation and Primer,Skin,Summer,2019,Casual,http://assets.myntassets.com/assets/images/55234/2018/5/3/11525323471619-Lakme-9to5-Flawless-Makeup-Marble-Foundation-7751525323471576-1.jpg,Lakme 9to5 Flawless Makeup Marble Foundation
13421,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/783442c36bbe6603d9bd4b370af1bf9f_images.jpg,United Colors of Benetton Men Stripes Black Polo T-shirts
27614,Men,Apparel,Bottomwear,Trousers,Beige,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/40b830e01b25eee921ea6c1ba16f1629_images.jpg,Scullers Men Beige Trousers
